facility_id,clean_name,clean_type,clean_parish,clean_capacity,licence_issue_date,inspection_date,lat,lon,remarks
#7374,"Stafford,-Greene-And-Randall Infirmary",Clinic,Christ Church,,2023-02-06,,,,♥
04690,Stafford-Miller Clinic,Unknown,St. James,,2024-09-15,,,,-
8196,Stanley Llc Medical Center,Other,St. Michael,124.0,2016-01-30,,,,Needs upgrade
3102,"Stanley, Benitez And Kelly Hospital",Clinic,St. Andrew,255.0,2020-06-10,,13.01032,-58.80633,♥
HF-5190,"Stanley, Wilson And Reed",Other,St. George,259.0,2023-08-18,,,,
2161a1,"Stanley,-Obrien-And-Simon Medical Center",Clinic,St. Joseph,20.0,2016-10-16,,12.8291,-58.77768,Good
09657,Stanley-Bryant Polyclinic,Unknown,St. George,392.0,2016-09-26,2022-02-22,13.27025,-59.19921,Follow-up 2023
01628,Stanley-Zimmerman Health Centre,Clinic,St. Michael,47.0,2017-05-26,2025-11-24,,,Follow-up 2023
8202,Stanton-Kim Medical Center,Hospital,Christ Church,,2017-06-29,,13.03973,-59.04899,-
8203,Stark Llc,Unknown,St. John,490.0,2020-03-25,2022-10-04,13.21359,-59.29018,Good
1884,"Stark, Brooks And Campbell Infirmary",Clinic,St. Andrew,304.0,2021-04-26,,13.19396,-58.98984,
05014,"Steele, Smith And Hill",Clinic,St. John,63.0,2020-07-22,2024-04-14,12.87642,-58.97733,Needs upgrade
8206,Steele-And-Sons,Clinic,St. Peter,402.0,2019-06-03,,12.84614,-59.16007,♥
8207,Steele-Costa Infirmary,Hospital,St. Andrew,,2019-10-31,,12.89023,-59.02127,Needs upgrade
8208,Steele-Summers Hosp,Community Health Centre,St. Joseph,2.0,2021-04-03,2018-03-09,,,-
9f3f6a,Stein Group Infirmary,Unknown,St. Michael,484.0,2019-12-26,,13.06931,-58.9136,Needs upgrade
#4842,Stein Ltd Hosp.,Hospital,St. James,,2018-07-03,,,,
HF-3042,Stein Ltd Infirmary,Clinic,St. Michael,291.0,2024-03-16,,12.9416,-59.24841,Good
HF-8212,"Stein,-Nguyen-And-Hernandez",Hospital,St. John,336.0,2024-04-13,,12.78609,-59.04165,Needs upgrade
5109,Stein-Beasley,Polyclinic,St. Lucy,10.0,2019-08-06,,12.8197,-58.83413,Follow-up 2023
8746,Stephens And Sons Medical Center,Unknown,St. Michael,452.0,2016-09-20,,,,-
HF-1414,Stephens Group,Community Health Centre,St. Michael,,2017-07-05,2024-09-30,13.20726,-59.18154,♥
03755,Stephens Inc Hospital,Unknown,St. Lucy,73.0,2023-07-18,,,,-
7607,Stephens Llc Medical Center,Community Health Centre,St. Peter,,2023-10-30,,,,-
HF-4754,"Stephens, Crawford And Edwards Hosp",Unknown,St. Michael,,2018-01-04,,12.80173,-58.81312,Needs upgrade
HF-4133,"Stephens, Vaughan And Dixon Hospital",Clinic,St. Michael,,2017-05-31,,,,Good
8220,"Stephens,-Hanson-And-Barnes Clinic",Clinic,St. George,228.0,2022-08-03,,13.25808,-58.86217,Good
HF-8957,"Stephens,-West-And-Carpenter",Community Health Centre,St. George,,2016-04-26,,13.26306,-59.16,♥
8222,Stephens-Burke Clin,Other,St. Joseph,335.0,2020-04-27,2019-12-02,13.05483,-58.85944,Follow-up 2023
8223,Stephens-Lane Clinic,Clinic,St. Lucy,108.0,2025-08-26,,,,Reinspection due
3099,Stephens-Moss Medical Center,Hospital,St. Michael,241.0,2020-10-05,,,,-
#237,Stephenson Inc Clinic,Unknown,St. Andrew,,2016-01-06,,,,-
5409,"Stephenson, Wilson And Ingram",Hospital,St. Lucy,10.0,2025-06-11,,13.25451,-59.14573,Reinspection due
#3228,"Stephenson,-Clayton-And-Byrd (Ycul)",Unknown,St. Lucy,17.0,2018-11-08,,13.0781,-58.83181,Reinspection due
#7525,Stephenson-Cabrera,Hospital,St. Andrew,,,2022-11-29,13.03832,-58.8152,
01457,Stephenson-Cline Polyclinic,Clinic,Christ Church,,2016-01-20,,12.85579,-58.86046,-
#5094,Stevens And Sons Clinic,Polyclinic,Hcruhc Tsirhc,140.0,2023-05-13,,12.95699,-58.86648,Follow-up 2023
8231,Stevens Group Clinic,Polyclinic,St. George,70.0,2022-05-22,2021-10-07,13.17462,-58.92312,Good
02014,Stevens Llc Health Centre,Hospital,St. George,311.0,2016-07-26,,13.05399,-58.98741,♥
03091,Stevens Ltd Infirmary,Community Health Centre,St. George,,2022-03-28,,12.86674,-58.85673,Reinspection due
07251,Stevens Plc,Unknown,Christ Church,92.0,2025-08-03,,13.18887,-59.15399,Follow-up 2023
d790f0,"Stevens, Black And Cruz",Unknown,St. George,,2016-09-10,,12.99906,-59.15233,-
8236,"Stevens, Evans And Black",Clinic,St. Andrew,10.0,2017-01-23,,,,Reinspection due
8237,"Stevens, Kim And Meyers Medical Center",Hospital,St. Peter,10.0,2025-02-06,,12.72097,-58.76254,Reinspection due
6075,"Stevens, Mack And Ferguson Hosp",Unknown,St. Lucy,473.0,2024-06-21,,12.98508,-59.22817,Reinspection due
6085,"Stevens, Mitchell And Baker",Community Health Centre,St. Joseph,,2025-05-18,,13.06541,-58.92975,Reinspection due
01088,"Stevens, Rogers And Smith Hospital",Clinic,St. Michael,10.0,2024-01-23,,,,Reinspection due
8241,"Stevens, Schroeder And Yoder",Polyclinic,St. John,10.0,2018-09-21,2021-02-16,12.82289,-58.74851,Reinspection due
HF-7769,"Stevens, Terrell And Hernandez Hospital",Polyclinic,St. Joseph,10.0,2017-03-24,2025-12-01,12.78272,-58.73601,Needs upgrade
HF-0507,Stevens-Benson,Other,St. Andrew,,2017-02-06,,12.94558,-59.00941,♥
5bfaf6,Stevens-Dean Health Centre,Other,St. Peter,97.0,2022-01-19,,12.76131,-58.7868,Good
1968,Stevens-Inc Polyclinic,Community Health Centre,St. James,304.0,2021-08-18,,12.99699,-59.0266,-
#8904,Stevens-Jackson Infirmary,Clinic,St. Lucy,269.0,2023-05-19,,13.21518,-58.77121,Reinspection due
08138,Stevens-Jones Hosp,Community Health Centre,St. George,248.0,2022-09-18,,,, 
8248,Stevens-Murray Health Centre,Clinic,St. James,176.0,2023-04-04,,12.86053,-58.85934,♥
4192,Stevenson Llc Hosp,Clinic,St. John,66.0,2021-07-17,,,,Reinspection due
#2882,Stevenson Ltd Hosp,Clinic,St. Andrew,100.0,2018-02-05,,13.25016,-59.29611,-
8251,"Stevenson, Pope And Anderson Medical Center",Clinic,St. James,,2023-06-26,,,,Needs upgrade
4c228f,"Stevenson, Reese And Montgomery Hosp",Clinic,St. Lucy,,2017-02-03,,,,Follow-up 2023
484e8d,"Stevenson, Rogers And Baker",Polyclinic,St. George,414.0,2022-12-01,,12.78583,-59.1972,Follow-up 2023
77f6b7,"Stevenson, Salinas And Jones Hospital",Community Health Centre,St. Lucy,109.0,2022-12-29,,12.7794,-58.98595,
7e37c4,"Stevenson, Smith And Kramer Medical Center",Community Health Centre,St. Peter,143.0,2017-08-09,,12.71194,-59.29913,-
5296,"Stevenson,-Perry-And-Hayes Infirmary",Unknown,St. Michael,29.0,2019-04-29,,12.88085,-58.84199,
HF-1655,Stevenson-Plc,Community Health Centre,St. James,10.0,2024-01-02,,,,Good
062,Stevenson-Powell Hosp,Unknown,St. Andrew,300.0,2018-05-10,2021-05-09,13.1121,-59.27002,♥
61e210,Stewart And Sons Medical Center,Community Health Centre,St. Andrew,358.0,2018-04-20,,,,Follow-up 2023
2664,Stewart Inc,Polyclinic,St. George,106.0,2020-02-09,,,,Good
8261,Stewart Inc Clinic,Other,St. Lucy,95.0,2018-02-28,,13.29887,-59.00992,Needs upgrade
80691a,Stewart Inc Polyclinic,Polyclinic,St. John,470.0,2020-11-11,,,,Needs upgrade
#378,Stewart Inc Polyclinic,Unknown,St. Joseph,363.0,2018-03-23,,13.23283,-58.78617,-
8902,Stewart Llc,Clinic,St. John,484.0,2017-03-24,,12.96388,-59.1048,Needs upgrade
HF-8164,Stewart Llc,Community Health Centre,St. Joseph,324.0,2024-12-24,,13.22973,-59.09526,Reinspection due
#2109,Stewart Llc Infirmary,Polyclinic,St. Peter,50.0,2025-03-10,,13.09437,-59.1414,Needs upgrade
9177,Stewart Ltd,Hospital,St. Peter,290.0,2024-12-26,,,,♥
#5541,Stewart Ltd,Polyclinic,St. Andrew,343.0,2020-10-11,,,,Follow-up 2023
HF-4262,Stewart Ltd Polyclinic,Community Health Centre,St. Lucy,440.0,2021-03-08,,12.89901,-59.07176,♥
1735,Stewart Plc Health Centre,Clinic,Christ Church,10.0,2020-06-16,,12.90696,-59.06745,Good
#929,Stewart Plc Hospital,Clinic,Christ Church,,2016-07-06,,13.28324,-58.79797,♥
8272,Stewart Plc Hospital,Clinic,St. Joseph,10.0,2021-09-27,2020-07-09,13.07354,-59.00442,-
HF-2458,"Stewart, Atkins And Robinson Hospital",Other,St. Andrew,10.0,2024-04-08,,12.81727,-58.99422,Follow-up 2023
4204,"Stewart, Crane And Shaw",Unknown,St. Lucy,369.0,2023-02-22,,13.05487,-58.80797,
7c6142,"Stewart, Howard And Williams Hosp",Community Health Centre,St. Andrew,,2023-08-25,,12.74174,-58.79342,-
06629,"Stewart, Oconnor And Lopez Clinic",Clinic,St. John,359.0,2016-04-18,2023-12-31,13.25459,-59.16087,Reinspection due
#1816,"Stewart, Perry And Adkins Polyclinic",Polyclinic,St. Joseph,273.0,2020-12-29,,12.78943,-59.07429, 
HF-0298,"Stewart, Raymond And Mack Hosp",Clinic,St. Michael,133.0,2025-06-05,,13.17489,-58.85732,-
8279,"Stewart, Sanchez And Sutton Hospital",Hospital,St. Peter,393.0,2016-08-05,,13.1663,-58.81476,Needs upgrade
01703,"Stewart, Smith And Macias Polyclinic",Hospital,St. Peter,475.0,2016-04-30,,13.232,-58.83331,
d87df3,"Stewart, Watson And Garcia",Community Health Centre,St. Andrew,125.0,2020-04-12,,12.72913,-59.23311,Follow-up 2023
8282,"Stewart,-Jenkins-And-Evans Hosp",Polyclinic,St. Michael,,2022-11-26,2022-08-17,,,-
8283,"Stewart,-Robinson-And-Hayes",Community Health Centre,St. Andrew,215.0,2017-03-26,,,, 
8284,"Stewart,-Trevino-And-Barr Medical Center",Clinic,St. John,323.0,2018-01-17,,12.86038,-58.76386,
8285,"Stewart,-Turner-And-Williams Medical Center",Clinic,St. James,415.0,2025-01-10,2021-04-07,12.90736,-58.88674,
8286,Stewart-Bauer Medical Center,Polyclinic,St. Peter,133.0,2025-12-07,,13.24048,-58.78085,Follow-up 2023
1360,Stewart-Moore,Hospital,St. Michael,,2018-04-16,,13.22263,-59.18435, 
8288,Stewart-Perez,Community Health Centre,St. Lucy,133.0,2016-09-24,,13.05348,-58.8004,-
8289,Stewart-Plc,Other,St. John,452.0,2024-03-01,2019-11-22,13.05974,-59.20091,Reinspection due
8290,Stewart-Plc,Clinic,St. Lucy,384.0,2022-05-30,,12.71906,-59.0745,Reinspection due
#5788,Stewart-Rivera Hosp,Clinic,Christ Church,369.0,2021-08-18,,,,-
#123,Stewart-Webb,Other,Christ Church,10.0,2018-11-16,,,,Good
05996,Stewart-West Hospital,Unknown,St. Lucy,220.0,2018-08-10,2025-02-01,,,Needs upgrade
88b060,Stokes And Sons Clin,Clinic,St. Michael,445.0,2024-10-10,,,, 
8295,Stokes And Sons Hospital,Other,St. Joseph,198.0,2016-09-04,,12.74697,-58.85282,
8438,"Stokes, Fox And Moss",Unknown,Christ Church,1.0,2023-05-31,,,,Needs upgrade
8297,"Stokes,-Le-And-Lopez",Polyclinic,St. George,313.0,2021-05-27,,,, 
8298,Stokes-Lara Polyclinic,Hospital,St. James,281.0,2016-09-02,,,, 
8299,Stokes-Plc Hosp,Community Health Centre,St. Michael,448.0,2024-10-27,,12.98765,-59.0495,Good
8300,Stone Llc,Clinic,St. Andrew,,2024-06-10,,,,Good
HF-9887,Stone Ltd Hosp,Community Health Centre,St. Michael,474.0,2018-06-23,,12.74299,-59.09398,Needs upgrade
#5783,"Stone, Bartlett And Sullivan Infirmary",Hospital,St. Michael,,2017-12-01,,12.89186,-58.85793,Reinspection due
HF-6938,"Stone, Delgado And Martinez",Unknown,St. Andrew,333.0,2024-08-21,,12.71846,-58.87441,♥
8304,"Stone, Hernandez And Taylor Clinic",Unknown,St. Joseph,,2019-12-15,,13.05046,-59.20363,Reinspection due
06226,"Stone, Patton And Perry Health Centre",Clinic,St. Lucy,171.0,2023-04-19,,12.94858,-58.94024,♥
#1397,"Stone, Wilson And Brooks Health Centre",Unknown,St. Michael,492.0,2020-09-17,,13.28072,-58.96995,
02420,"Stone,-Collins-And-Leblanc Health Centre",Community Health Centre,St. Lucy,202.0,2024-01-19,,13.07518,-59.27973,♥
8308,Stone-Carr Medical Center,Community Health Centre,St. Joseph,321.0,2017-02-23,2025-08-13,12.70094,-58.82872,Good
05150,Stone-Frost,Community Health Centre,St. James,283.0,2018-01-24,,13.02279,-58.99449,
e90295,"Stout, Davis And Riley",Other,St. John,10.0,2017-06-23,,,,Needs upgrade
#503,"Stout, Robinson And Harrison Clinic",Polyclinic,St. George,450.0,2018-11-04,,12.78152,-59.1953, 
02717,Strickland Inc Medical Center,Polyclinic,St. Joseph,,2024-11-24,,13.03991,-58.83276,
8313,Strickland Plc Polyclinic,Hospital,St. James,71.0,2020-03-07,,13.10856,-58.72742,
05538,"Strickland, Davis And Yang Polyclinic",Clinic,St. Lucy,,2018-01-19,,13.09748,-59.2937,Follow-up 2023
9551,"Strickland, Garcia And Chavez Infirmary",Clinic,St. Lucy,,2023-08-17,,,,-
#4047,Strickland-Fisher,Unknown,St. Lucy,253.0,2025-01-25,2019-12-04,12.75045,-59.13406,
03640,Strickland-Mccoy Hosp,Clinic,St. Andrew,,2019-06-07,,13.20341,-58.70434,♥
#5110,Strong Group,Polyclinic,St. John,170.0,2021-06-12,,,,Follow-up 2023
HF-4359,Strong-Conner Hospital,Clinic,St. James,254.0,2017-05-24,,,,Reinspection due
4128,Strong-Llc Clinic,Polyclinic,Christ Church,12.0,,,12.72313,-59.2124,Needs upgrade
HF-5159,Strong-Valenzuela,Polyclinic,St. Andrew,53.0,2024-08-17,,12.84263,-59.08114,
752201,Stuart Llc Hosp,Community Health Centre,St. George,,2025-04-26,,13.18397,-58.86312,♥
#6243,Stuart-Walker Infirmary,Polyclinic,St. Peter,,2025-09-29,,12.87969,-58.86684,-
#9256,Sullivan Group Health Centre,Polyclinic,St. George,356.0,2025-11-14,,13.04334,-58.88497,Follow-up 2023
HF-1051,Sullivan Group Medical Center,Polyclinic,St. Michael,,2020-12-03,,12.7733,-58.851,-
8326,Sullivan Ltd,Clinic,St. Peter,383.0,2024-04-16,,,,-
05234,Sullivan Plc Infirmary,Clinic,St. George,262.0,2022-07-13,2019-07-04,12.87762,-59.29732,Good
5818,"Sullivan, Barnett And Barnes Infirmary",Community Health Centre,St. James,32.0,2023-09-14,,12.87485,-59.09164,Reinspection due
#6387,"Sullivan, Burns And Orozco Health Centre",Unknown,St. John,412.0,2024-08-13,,12.91929,-59.1514,♥
#6956,"Sullivan, Davis And Gates Hosp",Hospital,Christ Church,,2018-08-05,,12.84217,-59.28019,Follow-up 2023
HF-4671,"Sullivan, Lam And Mclaughlin Hospital",Clinic,St. Peter,204.0,2025-05-07,2020-09-23,13.12548,-59.05344,Needs upgrade
HF-8698,"Sullivan,-Bowman-And-Francis Health Centre",Hospital,St. Lucy,,2021-06-04,,13.26235,-58.70892,Good
06671,"Sullivan,-Cox-And-Collins",Polyclinic,St. Michael,48.0,2025-09-29,,12.73392,-59.25045,♥
#6683,Sullivan-Arnold,Polyclinic,St. Peter,389.0,2023-10-07,,13.11629,-58.8884,Good
8335,Sullivan-Carr Health Centre,Hospital,St. John,10.0,2019-02-20,,,, 
8401,Sullivan-Conrad Infirmary,Unknown,St. Lucy,33.0,2025-04-04,,13.23503,-58.93853,
8337,Sullivan-Escobar Hosp,Polyclinic,Christ Church,110.0,2020-02-08,,12.81075,-59.00909,Reinspection due
898,Sullivan-Raymond,Polyclinic,Hcruhc Tsirhc,131.0,2025-11-10,2023-02-17,13.14383,-59.20569,-
1886,Sullivan-Reed,Unknown,St. Michael,436.0,2016-01-20,,,,-
573fb2,Sullivan-Walton Infirmary,Polyclinic,St. Lucy,10.0,2016-07-21,,,,Reinspection due
8341,Summers And Sons Health Centre,Clinic,Christ Church,10.0,2024-07-16,,,,Good
#5589,Summers Group,Polyclinic,St. George,243.0,2016-12-19,,13.18892,-59.18162, 
8343,Summers Inc,Polyclinic,St. Michael,,2021-08-31,,12.91012,-59.00565,Needs upgrade
HF-3540,Summers Plc Clinic,Unknown,St. Joseph,,2024-12-29,,12.97696,-58.93461,Follow-up 2023
8345,"Summers, Wright And Randall",Hospital,St. Peter,141.0,2022-03-27,2018-12-02,,,Needs upgrade
8346,Summers-And-Sons,Polyclinic,St. George,,2024-10-18,,12.90302,-58.96657,-
8347,Summers-Kennedy,Clinic,St. John,458.0,2025-06-04,,,,
6534,Summers-Ltd Hosp,Unknown,St. Michael,203.0,2022-11-07,,13.16431,-58.78525,Follow-up 2023
8349,Sutton Group Hosp,Community Health Centre,Christ Church,,2019-12-08,,12.97584,-59.1876,
8350,Sutton Llc Infirmary,Community Health Centre,St. Michael,,2017-03-26,,12.87921,-58.8883,-
4a7da8,Sutton Plc,Polyclinic,St. James,,2025-02-09,,13.29508,-58.72812,Needs upgrade
bb7676,"Sutton, Hughes And Fitzgerald",Other,St. Joseph,,2016-02-13,,12.75361,-58.9513,-
HF-3371,"Sutton, Johnson And Chapman Health Centre",Unknown,St. Peter,185.0,2018-01-02,,,,Good
#1699,"Sutton, Wallace And Kelley Medical Center",Polyclinic,Christ Church,,2023-05-29,,12.89461,-59.12661, 
8355,Sutton-Carroll Hosp,Clinic,St. Lucy,337.0,2019-12-19,,13.02747,-59.03114,Needs upgrade
8356,Sutton-Smith Hospital,Clinic,St. Peter,315.0,2025-07-03,,,,-
8357,"Swanson, Smith And Manning",Polyclinic,St. Joseph,,2021-05-16,,12.8379,-58.76118,
129,Swanson-Ltd Hosp,Hospital,St. Peter,,2024-11-30,,13.00962,-59.27337,♥
HF-0537,"Sweeney, Martinez And Cruz Infirmary",Community Health Centre,St. George,,2025-09-01,,12.89676,-59.20864,
HF-5864,Sweeney-Smith Hosp,Other,St. Peter,10.0,2018-07-18,,12.96528,-58.86782,Good
8361,Tanner-Ltd,Hospital,St. Peter,56.0,2021-12-19,2021-04-06,13.01951,-58.87764,♥
9502,Tanner-Ltd Health Centre,Other,St. John,193.0,2018-12-03,,13.26888,-58.85193,-
#2006,Tanner-Plc,Community Health Centre,St. Joseph,97.0,2025-09-19,,12.82296,-59.28764,
HF-4473,Tapia Llc,Clinic,St. Michael,404.0,2023-08-14,,13.19677,-58.8603,Needs upgrade
01682,Tate Ltd Clinic,Hospital,St. Joseph,432.0,2023-06-11,,13.08459,-58.88539,♥
08591,Tate Plc,Polyclinic,St. Lucy,450.0,2017-04-28,,12.82595,-58.85919,-
03832,"Tate,-Wilkins-And-Benson Infirmary",Clinic,St. Michael,415.0,2020-10-09,,12.94852,-58.83767,Needs upgrade
HF-7087,Tate-Bruce Clinic,Clinic,St. George,270.0,2021-04-06,,13.11003,-58.89206,Follow-up 2023
9436,Tate-Jones,Other,St. James,,2017-06-28,,,,Needs upgrade
5cde85,Taylor And Sons,Community Health Centre,St. Andrew,22.0,2024-10-24,2019-05-02,12.98759,-58.76851,
HF-0509,Taylor And Sons Medical Center,Hospital,St. Michael,,2016-08-02,,,,♥
e58240,Taylor Group,Unknown,St. Andrew,6.0,2020-01-01,,12.89946,-58.71981,Good
HF-0598,Taylor Group,Hospital,St. George,491.0,2024-09-19,,12.93758,-58.70477,Follow-up 2023
8374,Taylor Group,Community Health Centre,St. John,,2023-05-13,,,,
#8115,Taylor Group Polyclinic,Other,St. Andrew,437.0,2018-02-13,,,,♥
8376,Taylor Inc,Community Health Centre,St. Andrew,,2022-07-28,,12.88287,-58.9873,Reinspection due
HF-6946,Taylor Inc,Clinic,St. George,340.0,2024-06-18,,,,Reinspection due
9147,Taylor Inc Clinic,Clinic,St. Andrew,93.0,2018-01-30,,,,Good
#6762,Taylor Inc Hosp,Unknown,St. George,,2019-05-20,,,, 
5a3d53,Taylor Llc,Community Health Centre,St. John,,2020-12-30,,12.75927,-58.71259,Follow-up 2023
369,Taylor Llc Health Centre,Community Health Centre,St. George,429.0,2021-08-18,,13.01465,-59.21881,Good
8382,Taylor Llc Hospital,Polyclinic,St. George,500.0,2019-09-12,,,,♥
HF-7391,Taylor Llc Infirmary,Community Health Centre,Christ Church,240.0,2020-12-13,,13.13797,-58.73796,-
#4106,Taylor Plc Hosp,Polyclinic,St. Joseph,,2021-07-25,2023-12-31,13.08722,-58.84411,
b63bb2,Taylor Plc Hospital,Community Health Centre,St. Andrew,116.0,2019-09-18,2021-12-26,13.199,-59.03168,
08811,Taylor Plc Polyclinic,Clinic,St. Joseph,10.0,2016-05-13,2025-01-11,12.83124,-59.18313, 
af7b16,"Taylor, Cabrera And Swanson Clinic",Other,St. John,217.0,2021-05-19,,,,Good
#7534,"Taylor, Cox And Gordon Hospital",Polyclinic,St. Joseph,,2022-01-03,,13.22702,-58.84374,Reinspection due
#3289,"Taylor, Cross And Washington Hospital",Hospital,St. Peter,292.0,2017-01-15,,,,♥
#8766,"Taylor, Ford And Forbes Hosp",Hospital,St. Joseph,,2020-03-16,,,,Reinspection due
#3256,"Taylor, Gonzales And Holt",Clinic,St. Lucy,7.0,2016-09-20,,12.85489,-59.15839,
8392,"Taylor, Harrison And Ortega Polyclinic",Community Health Centre,St. Andrew,,2019-04-19,,,,-
HF-6238,"Taylor, Harrison And Price",Clinic,St. Michael,59.0,2018-10-14,,13.08773,-58.77663,Good
04634,"Taylor, Ramsey And Graham Hosp",Polyclinic,St. Peter,182.0,2022-05-09,,,,
6d5aad,"Taylor, Robinson And Jones",Unknown,St. Joseph,,2023-11-26,,,,Good
8396,"Taylor, Rodriguez And Anderson Medical Center",Polyclinic,St. Lucy,,2020-05-02,,13.2601,-59.25934, 
01134,"Taylor, Schmidt And Hughes",Hospital,Christ Church,,2021-04-25,,13.07142,-59.24728,Reinspection due
3417,"Taylor, Wyatt And Jones Clinic",Polyclinic,St. Joseph,39.0,2019-12-13,,12.94905,-59.26838,
2366,"Taylor,-Horn-And-Fox",Clinic,St. John,331.0,2018-08-26,,13.25637,-59.2153,♥
dd607e,"Taylor,-Jones-And-Davis",Hospital,St. Michael,10.0,2016-03-11,,12.86668,-58.78232,-
3493,"Taylor,-Reid-And-Lewis",Hospital,St. John,,2016-04-06,2024-11-19,13.07729,-58.79387,Follow-up 2023
HF-4493,"Taylor,-Ryan-And-White Infirmary",Community Health Centre,St. Peter,184.0,2016-12-11,,13.02464,-58.89814,Reinspection due
9303d3,Taylor-Black,Other,St. Andrew,,2024-06-23,2018-03-19,,,Reinspection due
HF-5297,Taylor-Boyd Health Centre,Clinic,St. Andrew,,2025-04-13,2018-01-01,,,Follow-up 2023
02941,Taylor-Brooks Health Centre,Unknown,Christ Church,,2020-09-07,,,,-
#2125,Taylor-Brown,Hospital,Christ Church,,2016-09-03,,,,Good
8407,Taylor-Brown,Community Health Centre,St. Lucy,10.0,2017-02-27,,,,Good
3948,Taylor-Brown Infirmary,Clinic,St. John,283.0,2018-04-29,,13.25437,-58.70831,♥
8409,Taylor-Burch,Community Health Centre,St. James,,2020-04-03,,13.10324,-59.26766,
03958,Taylor-Graves Hosp,Unknown,St. Michael,10.0,2017-04-01,,13.0956,-58.77501,
03397,Taylor-Hughes Clin,Community Health Centre,St. Andrew,10.0,2023-10-15,,,,♥
HF-6752,Taylor-Jones,Polyclinic,St. James,302.0,2017-10-16,,,,
05845,Taylor-Kirby,Clinic,St. Joseph,10.0,2019-08-04,,13.07238,-58.80601,Reinspection due
8414,Taylor-Lindsey Health Centre,Community Health Centre,St. George,375.0,2016-06-23,,12.80622,-59.19002, 
75174e,Taylor-Llc Medical Center,Unknown,Christ Church,435.0,2018-10-27,2018-04-08,13.14181,-58.99001,Reinspection due
8416,Taylor-Marquez Medical Center,Community Health Centre,St. George,114.0,2022-10-15,,,,Reinspection due
5ade69,Taylor-Myers Medical Center,Polyclinic,St. John,,2025-09-25,,13.147,-58.70176,Good
8418,Taylor-Robinson Infirmary,Clinic,St. James,,2023-08-30,,,,
8419,Taylor-Romero,Other,St. George,389.0,2021-08-06,,13.27355,-59.21996,♥
8420,Taylor-Ruiz,Hospital,St. James,253.0,2024-11-14,,,,Reinspection due
8106,Taylor-Smith Infirmary,Unknown,St. Andrew,407.0,2018-06-10,,,,-
ecb692,Taylor-Summers,Polyclinic,St. Michael,46.0,2017-06-23,,13.19549,-58.77833, 
#40,Taylor-Turner Health Centre,Community Health Centre,St. George,424.0,2017-11-18,,13.24369,-58.77812,Needs upgrade
057,Taylor-Welch,Clinic,St. Peter,,2024-01-09,,,,
02077,Taylor-Wilson Hosp,Community Health Centre,St. George,,2020-01-04,2020-09-02,12.9765,-58.84883,Follow-up 2023
